tx_hash,block_num,log_index,pool_id,fee_emitted,sender,tx_from,tx_to,currency0,currency1,amount0,amount1,token_in,token_out,amount_in,amount_out,sqrtPriceX96,liquidity,tick
1858137dab875de9058422080508050efe7af553b69600672977c5963e9c300e,45363459,648,0x0b45babf4910f283a56b32ad5a2352076452024a6270b223ce42aa513dbc5e46,0,0x8407699e359aE158bd7ec0668600cc19A79F17c3,0x3675abef47fd08915031a1f924cb7f253df51278,0x8407699e359ae158bd7ec0668600cc19a79f17c3,0x0000000000000000000000000000000000000000,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0,0,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x0000000000000000000000000000000000000000,0,0,79228162514264337593543950336,0,0
fd8e8d13ea0c5af722a7b1f9b5f55c239f7e350ec5f9f6e4402ba44b4cab974d,45363459,718,0x0b45babf4910f283a56b32ad5a2352076452024a6270b223ce42aa513dbc5e46,0,0x8407699e359aE158bd7ec0668600cc19A79F17c3,0x53881155498cae8660195670591f1e23ae81431f,0x8407699e359ae158bd7ec0668600cc19a79f17c3,0x0000000000000000000000000000000000000000,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0,0,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x0000000000000000000000000000000000000000,0,0,79228162514264337593543950336,0,0
